SeqCluster,ClusterNumber,InterPro_id,Most represented functional category_x
CK_00054763,CK_Syn_MITS9220_02889,IPR007836, 
CK_00054764,CK_Syn_CC9616_02636, , 
CK_00054765,CK_Syn_MITS9220_02875,IPR029001  IPR026533  IPR050299, 
CK_00054766,CK_Syn_CC9616_02644, , 
CK_00054767,CK_Syn_MITS9220_02868,IPR049607, 
CK_00054768,CK_Syn_CC9616_02648,IPR025881, 
CK_00054770,CK_Syn_CC9311_01117, , 
CK_00054771,CK_Cya_PCC7001_02561,IPR002524  IPR027469  IPR050681,IPR002524
CK_00054772,CK_Cya_NS01_00654,IPR027417  IPR000863,IPR000863
CK_00054773,CK_Syn_CC9311_01109, , 
CK_00054774,CK_Syn_RS9907_02558, ,IPR002104
CK_00054775,CK_Syn_CC9311_01113,IPR007836, 
CK_00054776,CK_Pro_MIT0604_01493,IPR007152, 
CK_00054777,CK_Syn_MITS9220_02954,IPR007836, 
CK_00054778,CK_Syn_CC9616_02729, , 
CK_00054779,CK_Syn_CC9311_01104, , 
CK_00054781,CK_Syn_MITS9220_02968,IPR049607, 
CK_00054782,CK_Syn_CC9616_02728, , 
CK_00054783,CK_Syn_CC9311_01107,IPR031429, 
CK_00054784,CK_Pro_SS2_00438, , 
CK_00054785,CK_Syn_MITS9220_00298, , 
CK_00054786,CK_Syn_CC9616_02727, , 
CK_00054787,CK_Syn_CC9311_01100, , 
CK_00054788,CK_Pro_MIT9123_00389,IPR047127  IPR015797  IPR020084  IPR000086, 
CK_00054789,CK_Syn_MITS9220_02981,IPR007836, 
CK_00054790,CK_Syn_CC9616_02723, , 
CK_00054791,CK_Syn_CC9311_01101, , 
CK_00054792,CK_Syn_RS9902_01805,IPR039312, 
CK_00054793,CK_Syn_MITS9220_02995,IPR007166  IPR026451, 
CK_00054794,CK_Syn_CC9311_01085,IPR012565, 
CK_00054798,CK_Syn_CC9616_02731,IPR007836, 
CK_00054799,CK_Syn_CC9311_01084,IPR031429, 
CK_00054800,CK_Cya_CB0101_12782, ,IPR011112
CK_00054801,CK_Syn_CC9616_02712, , 
CK_00054802,CK_Syn_MITS9220_02952, , 
CK_00054803,CK_Syn_CC9616_02720,IPR007836,IPR021279
CK_00054804,CK_Syn_MITS9220_02950, , 
CK_00054805,CK_Syn_CC9616_02721, , 
CK_00054806,CK_Syn_MITS9220_02953, , 
CK_00054807,CK_Syn_CC9616_02716, , 
CK_00054808,CK_Syn_MITS9220_00296, , 
CK_00054809,CK_Syn_CC9616_02718,IPR007836, 
CK_00054810,CK_Cya_CB0101_01756,IPR020251, 
CK_00054811,CK_Cya_CB0101_01766,IPR029186, 
CK_00054812,CK_Cya_CB0101_01776, , 
CK_00054813,CK_Cya_CB0101_01895, , 
CK_00054814,CK_Cya_CB0101_01995,IPR025881, 
CK_00054815,CK_Cya_CB0101_02129, , 
CK_00054817,CK_Cya_CB0101_02204,IPR049933, 
CK_00054818,CK_Cya_CB0101_02214,IPR007836, 
CK_00054820,CK_Cya_CB0101_02209, ,IPR001584
CK_00054821,CK_Pro_MIT0703_02116, , 
CK_00054823,CK_Syn_A15-127_02176,IPR031429, 
CK_00054824,CK_Pro_MIT0702_00108, , 
CK_00054826,CK_Syn_A15-44_01136,IPR031429, 
CK_00054827,CK_Syn_A18-25c_01878, , 
CK_00054828,CK_Syn_KORDI-100_12650,IPR007836, 
CK_00054829,CK_Pro_MIT0701_00368,IPR006241  IPR006216  IPR013081, 
CK_00054831,CK_Cya_CB0101_03247,IPR031429, 
CK_00054832,CK_Cya_CB0101_03297, , 
CK_00054834,CK_Cya_CB0101_02760, , 
CK_00054836,CK_Cya_CB0101_03692,IPR007836, 
CK_00054838,CK_Cya_CB0101_03522,IPR031429, 
CK_00054839,CK_Cya_CB0101_03697, , 
CK_00054840,CK_Cya_CB0101_03702,IPR051698  IPR032806, 
CK_00054841,CK_Pro_MIT9123_01981, , 
CK_00054842,CK_Cya_CB0101_03722,IPR023324  IPR007920, 
CK_00054843,CK_Syn_WH7805_00075,IPR035315,IPR021483
CK_00054846,CK_Cya_CB0101_04244,IPR016040  IPR036291,IPR001509
CK_00054847,CK_Cya_CB0101_04249, , 
CK_00054848,CK_Cya_CB0101_03742,IPR010133  IPR004288, 
CK_00054849,CK_Cya_CB0101_04154,IPR031429, 
CK_00054850,CK_Cya_CB0101_04174,IPR029186, 
CK_00054851,CK_Cya_CB0101_04214,IPR007842  IPR052226,IPR007842
CK_00054852,CK_Cya_NS01_01715, ,IPR018723
CK_00054853,CK_Pro_MIT0703_03051, , 
CK_00054855,CK_Pro_MIT0601_01747,IPR031429, 
CK_00054856,CK_Syn_KORDI-100_18640,IPR031429, 
CK_00054857,CK_Syn_WH7803_00883, ,IPR002716
CK_00054858,CK_Pro_HNLC1_00819,IPR001302  IPR036357, 
CK_00054859,CK_Pro_MIT0603_01090, , 
CK_00054860,CK_Syn_NOUM97013_02049,IPR025881, 
CK_00054861,CK_Pro_MIT0703_00025, , 
CK_00054862,CK_Syn_A15-28_00330,IPR007836,IPR010004
CK_00054863,CK_Pro_MIT0701_02740,IPR025881, 
CK_00054864,CK_Pro_MIT9313_02568, , 
CK_00054865,CK_Syn_A18-25c_02305,IPR007836, 
CK_00054866,CK_Syn_SYN20_02633,IPR007836, 
CK_00054867,CK_Pro_HNLC1_01149, , 
CK_00054868,CK_Pro_AS9601_16091,IPR025211, 
CK_00054869,CK_Syn_KORDI-100_15970,IPR025881, 
CK_00054871,CK_Syn_A15-44_02356, ,IPR001107
CK_00054872,CK_Cya_CB0101_00125, , 
CK_00054873,CK_Cya_CB0101_00115,IPR010664  IPR052363  IPR026265,IPR010664|IPR026265
CK_00054874,CK_Syn_BIOS-U3-1_02656, , 
CK_00054876,CK_Cya_CB0101_00160, , 
CK_00054877,CK_Syn_BIOS-U3-1_02672,IPR012565, 
CK_00054878,CK_Cya_CB0101_00210,IPR007836, 
CK_00054879,CK_Syn_BIOS-U3-1_02662,IPR010133  IPR004288, 
CK_00054880,CK_Cya_CB0101_00215,IPR031429, 
CK_00054881,CK_Syn_BIOS-U3-1_02661,IPR033121  IPR021109, 
CK_00054882,CK_Cya_CB0101_00225, , 
CK_00054883,CK_Syn_BIOS-U3-1_02658,IPR007836, 
CK_00054884,CK_Cya_CB0101_00230, , 
CK_00054885,CK_Syn_BIOS-U3-1_02657,IPR031429, 
CK_00054886,CK_Cya_CB0101_00235,IPR031429, 
CK_00054887,CK_Syn_BIOS-U3-1_02670,IPR049607, 
CK_00054889,CK_Syn_BIOS-U3-1_02668, , 
CK_00054890,CK_Syn_BIOS-U3-1_01324, , 
CK_00054891,CK_Syn_BIOS-U3-1_02663,IPR049607, 
CK_00054892,CK_Cya_CB0101_00285,IPR023559  IPR036194, 
CK_00054893,CK_Cya_CB0101_00410, , 
CK_00054894,CK_Cya_CB0101_00360,IPR007836, 
CK_00054895,CK_Cya_CB0101_00330,IPR031429,IPR012869
CK_00054897,CK_Cya_CB0101_00325, , 
CK_00054898,CK_Syn_BIOS-U3-1_01326,IPR025881, 
CK_00054899,CK_Cya_CB0101_00465, , 
CK_00054900,CK_Syn_BIOS-U3-1_02681,IPR012565, 
CK_00054902,CK_Syn_BIOS-U3-1_02680,IPR007836, 
CK_00054903,CK_Cya_CB0101_00450,IPR029186, 
CK_00054904,CK_Syn_BIOS-U3-1_02686,IPR025211, 
CK_00054905,CK_Cya_CB0101_00455,IPR007166  IPR026451, 
CK_00054906,CK_Syn_BIOS-U3-1_02682, , 
CK_00054907,CK_Syn_BIOS-U3-1_01330, , 
CK_00054908,CK_Syn_BIOS-U3-1_02689,IPR012565, 
CK_00054910,CK_Syn_BIOS-U3-1_02693, , 
CK_00054911,CK_Syn_BIOS-U3-1_02691, , 
CK_00054912,CK_Cya_CB0101_00582,IPR025881, 
CK_00054915,CK_Syn_BIOS-U3-1_02698,IPR029186, 
CK_00054916,CK_Cya_CB0101_00627,IPR033966  IPR017443  IPR036422, 
CK_00054918,CK_Syn_BIOS-U3-1_02694,IPR000532  IPR046963, 
CK_00054919,CK_Cya_CB0101_00545, ,IPR049453
CK_00054920,CK_Cya_CB0101_00530,IPR025881, 
CK_00054921,CK_Syn_BIOS-U3-1_02710,IPR007836, 
CK_00054922,CK_Syn_BIOS-U3-1_02709, , 
CK_00054923,CK_Syn_BIOS-U3-1_02704, , 
CK_00054924,CK_Cya_CB0101_00632,IPR050640  IPR011006  IPR036890  IPR003594  IPR010559  IPR001789  IPR047965, 
CK_00054925,CK_Syn_BIOS-U3-1_02703, , 
CK_00054926,CK_Cya_CB0101_00637,IPR002204  IPR006115  IPR036291,IPR001789
CK_00054927,CK_Syn_BIOS-U3-1_02701, , 
CK_00054928,CK_Cya_CB0101_00647, ,IPR007892
CK_00054929,CK_Syn_BIOS-U3-1_01332, , 
CK_00054930,CK_Cya_CB0101_00652,IPR044053, 
CK_00054931,CK_Syn_BIOS-U3-1_02700,IPR031429, 
CK_00054932,CK_Cya_CB0101_00927,IPR048996,IPR001304
CK_00054934,CK_Cya_CB0101_00922,IPR007836, 
CK_00054935,CK_Syn_BIOS-U3-1_02711, , 
CK_00054937,CK_Syn_BIOS-U3-1_02713, , 
CK_00054938,CK_Cya_CB0101_00822, , 
CK_00054939,CK_Syn_BIOS-U3-1_02716, , 
CK_00054941,CK_Cya_CB0101_00662,IPR007836, 
CK_00054942,CK_Cya_CB0101_00657,IPR031429, 
CK_00054944,CK_Syn_BIOS-U3-1_02728,IPR025211, 
CK_00054945,CK_Cya_CB0101_01736,IPR049607, 
CK_00054946,CK_Syn_BIOS-U3-1_02720, , 
CK_00054947,CK_Syn_BIOS-U3-1_02718, , 
CK_00054952,CK_Syn_BIOS-U3-1_02784, , 
CK_00054953,CK_Syn_BIOS-U3-1_01437,IPR049607, 
CK_00054954,CK_Syn_BIOS-U3-1_02793, , 
CK_00054955,CK_Syn_BIOS-U3-1_01440, , 
CK_00054956,CK_Syn_BIOS-U3-1_01453,IPR049607, 
CK_00054957,CK_Syn_BIOS-U3-1_01405, , 
CK_00054959,CK_Syn_BIOS-U3-1_01407, , 
CK_00054961,CK_Syn_BIOS-U3-1_01413, , 
CK_00054965,CK_Syn_BIOS-U3-1_01512, , 
CK_00054966,CK_Syn_BOUM118_01042,IPR007836, 
CK_00054968,CK_Syn_BOUM118_00631,IPR049607, 
CK_00054969,CK_Syn_BIOS-U3-1_01501, , 
CK_00054970,CK_Syn_BOUM118_01210, , 
CK_00054971,CK_Syn_BOUM118_00620, , 
CK_00054972,CK_Syn_BOUM118_00454,IPR050833  IPR002797, 
CK_00054973,CK_Syn_BOUM118_00448,IPR007836, 
CK_00054974,CK_Syn_BOUM118_00456, , 
CK_00054975,CK_Syn_BIOS-U3-1_02809, , 
CK_00054976,CK_Syn_BIOS-U3-1_02807,IPR049607, 
CK_00054977,CK_Syn_BIOS-U3-1_01481,IPR025881, 
CK_00054978,CK_Syn_BIOS-U3-1_01473, , 
CK_00054979,CK_Syn_BIOS-U3-1_02821, , 
CK_00054980,CK_Syn_BOUM118_01032,IPR031429, 
CK_00054981,CK_Syn_BIOS-U3-1_01455, , 
CK_00054982,CK_Syn_BOUM118_00179,IPR007836, 
CK_00054983,CK_Syn_BOUM118_01815,IPR041698  IPR029063, 
CK_00054984,CK_Syn_BOUM118_00712, , 
CK_00054986,CK_Syn_BOUM118_01376,IPR007836, 
CK_00054987,CK_Syn_BIOS-U3-1_02890, , 
CK_00054988,CK_Syn_BOUM118_01243, , 
CK_00054989,CK_Syn_BIOS-U3-1_02892,IPR007836, 
CK_00054990,CK_Syn_BOUM118_00473,IPR021118  IPR021116  IPR018360  IPR001693, 
CK_00054991,CK_Syn_BIOS-U3-1_01536, , 
CK_00054992,CK_Syn_BOUM118_00469,IPR007836, 
CK_00054993,CK_Syn_BOUM118_00458,IPR012534, 
CK_00054995,CK_Syn_BOUM118_01222, , 
CK_00054996,CK_Syn_BIOS-U3-1_01532, , 
CK_00054997,CK_Syn_BIOS-U3-1_02889,IPR000875, 
CK_00054998,CK_Syn_BIOS-U3-1_01313, , 
CK_00054999,CK_Syn_BIOS-U3-1_01530,IPR031429, 
CK_00055002,CK_Cya_CB0101_00090,IPR031429, 
CK_00055003,CK_Cya_CB0101_00085,IPR007836, 
CK_00055004,CK_Cya_CB0101_00095,IPR027417, 
CK_00055005,CK_Cya_CB0101_00065,IPR003593  IPR011006  IPR010518  IPR009057  IPR002197  IPR027417  IPR002078  IPR025662  IPR025943  IPR025944,IPR001789|IPR002078|IPR010518|IPR025662|IPR025943
CK_00055006,CK_Cya_CB0101_00060, ,IPR008622
CK_00055007,CK_Cya_CB0101_00080,IPR029186, 
CK_00055008,CK_Syn_BIOS-U3-1_01734, , 
CK_00055009,CK_Cya_CB0101_00070,IPR041698  IPR029063,IPR046199
CK_00055011,CK_Syn_BIOS-U3-1_00055, , 
CK_00055013,CK_Syn_BIOS-U3-1_01598,IPR000875, 
CK_00055014,CK_Cya_CB0101_00005,IPR007836, 
CK_00055016,CK_Cya_CB0101_00055,IPR003713  IPR036584,IPR003713
CK_00055017,CK_Syn_BIOS-U3-1_03429, , 
CK_00055020,CK_Syn_BIOS-U3-1_01541, , 
CK_00055022,CK_Syn_BIOS-U3-1_00057,IPR001279  IPR036866, 
CK_00055023,CK_Syn_BIOS-U3-1_01539, , 
CK_00055026,CK_Syn_BIOS-U3-1_01538,IPR043990  IPR005546  IPR036709  IPR012332  IPR050909  IPR006315  IPR011050, 
CK_00055027,CK_Syn_BIOS-U3-1_01828,IPR012565, 
CK_00055028,CK_Syn_BIOS-U3-1_01833, , 
CK_00055029,CK_Syn_BIOS-U3-1_00050,IPR036041  IPR016138, 
CK_00055030,CK_Syn_BIOS-U3-1_00052,IPR031429, 
CK_00055031,CK_Syn_BIOS-U3-1_01810, , 
CK_00055032,CK_Syn_BIOS-U3-1_00124, , 
CK_00055033,CK_Syn_BIOS-U3-1_01854, , 
CK_00055034,CK_Syn_BIOS-U3-1_01840, , 
CK_00055035,CK_Syn_BIOS-U3-1_00060,IPR007836, 
CK_00055037,CK_Syn_BIOS-U3-1_01940,IPR021118  IPR001693, 
CK_00055039,CK_Syn_BIOS-U3-1_01531, , 
CK_00055040,CK_Syn_BIOS-U3-1_00058,IPR029186, 
CK_00055041,CK_Syn_BIOS-U3-1_01535, , 
CK_00055042,CK_Cya_PCC7001_00414, , 
CK_00055043,CK_Cya_PCC7001_00393, , 
CK_00055044,CK_Cya_PCC7001_00424, , 
CK_00055045,CK_Cya_PCC7001_00343,IPR007836, 
CK_00055046,CK_Cya_PCC7001_00348, , 
CK_00055047,CK_Cya_PCC7001_00327,IPR007836, 
CK_00055048,CK_Cya_PCC7001_00339,IPR012674  IPR000463  IPR031259  IPR000566, 
CK_00055049,CK_Cya_PCC7001_00374, , 
CK_00055051,CK_Cya_PCC7001_00360,IPR029186, 
CK_00055052,CK_Cya_PCC7001_00386,IPR029012  IPR007774, 
CK_00055053,CK_Cya_PCC7001_00378,IPR012565, 
CK_00055054,CK_Cya_PCC7001_00377, , 
CK_00055055,CK_Cya_PCC7001_00375, , 
CK_00055057,CK_Cya_PCC7001_02703,IPR021117  IPR021116  IPR018360  IPR015476  IPR001693, 
CK_00055058,CK_Cya_PCC7001_02709,IPR050570  IPR011055  IPR016047, 
CK_00055059,CK_Cya_PCC7001_02727, , 
CK_00055061,CK_Cya_PCC7001_02764,IPR036291  IPR020904  IPR002347, 
CK_00055062,CK_Cya_PCC7001_02746, , 
CK_00055063,CK_Cya_PCC7001_00309,IPR007836, 
CK_00055064,CK_Cya_PCC7001_00030,IPR007836, 
CK_00055065,CK_Cya_PCC7001_00320,IPR007457  IPR036766, 
CK_00055066,CK_Cya_PCC7001_00032, , 
CK_00055067,CK_Cya_PCC7001_02598,IPR013785  IPR036206  IPR022998  IPR034291,IPR003726
CK_00055068,CK_Cya_PCC7001_02624, , 
CK_00055069,CK_Cya_PCC7001_02589, , 
CK_00055070,CK_Cya_PCC7001_02590, , 
CK_00055071,CK_Cya_PCC7001_02540,IPR007457  IPR036766, 
CK_00055072,CK_Cya_PCC7001_02585, ,IPR012902
CK_00055073,CK_Cya_PCC7001_00267,IPR001789, 
CK_00055074,CK_Cya_PCC7001_02669,IPR007836,IPR018649
CK_00055075,CK_Cya_PCC7001_02656,IPR000392  IPR027417,IPR001633
CK_00055076,CK_Cya_PCC7001_02653,IPR007836,IPR007409|IPR014001|IPR040980
CK_00055077,CK_Cya_PCC7001_02645, , 
CK_00055079,CK_Cya_PCC7001_00251, ,IPR001633
CK_00055080,CK_Cya_PCC7001_02519, , 
CK_00055081,CK_Cya_PCC7001_02448, , 
CK_00055082,CK_Cya_PCC7001_02453, , 
CK_00055083,CK_Cya_PCC7001_02470, , 
CK_00055084,CK_Cya_PCC7001_02477, , 
CK_00055085,CK_Cya_PCC7001_02535, , 
CK_00055086,CK_Cya_PCC7001_00253, , 
CK_00055087,CK_Cya_PCC7001_02538,IPR007836, 
CK_00055088,CK_Cya_PCC7001_02536,IPR007836, 
CK_00055089,CK_Syn_RS9917_13280,IPR029060,IPR002716
CK_00055090,CK_Syn_BIOS-E4-1_01792,IPR025881, 
CK_00055091,CK_Cya_PCC7001_02411, ,IPR001584|IPR025668
CK_00055092,CK_Syn_WH8101_00261,IPR013321  IPR002145  IPR010985,IPR002145
CK_00055093,CK_Cya_PCC7001_02425,IPR049607, 
CK_00055094,CK_Syn_PROS-7-1_01268, , 
CK_00055095,CK_Cya_PCC7001_02435,IPR007836, 
CK_00055096,CK_Pro_LG_00005, , 
CK_00055097,CK_Cya_PCC7001_02363, , 
CK_00055099,CK_Cya_PCC7001_02353, , 
CK_00055100,CK_Pro_MIT9313_00486,IPR004893, 
CK_00055101,CK_Cya_PCC7001_02377, , 
CK_00055102,CK_Pro_MIT0602_01985, , 
CK_00055103,CK_Cya_PCC7001_02373, , 
CK_00055104,CK_Syn_RS9909_00366,IPR014284  IPR000943  IPR007627  IPR013325  IPR050239,IPR007627
CK_00055105,CK_Cya_PCC7001_02391, ,IPR002641
CK_00055106,CK_Cya_PCC7001_02384,IPR007836, 
CK_00055107,CK_Syn_RS9907_02480,IPR031429,IPR002716
CK_00055108,CK_Cya_PCC7001_02410,IPR007836, 
CK_00055109,CK_Cya_NS01_02757, ,IPR025194
CK_00055111,CK_Pro_SS52_00639,IPR025881, 
CK_00055112,CK_Cya_PCC7001_02331,IPR036291,IPR001173
CK_00055113,CK_Cya_PCC7001_02332,IPR004254  IPR005744,IPR008901
CK_00055114,CK_Pro_MIT0701_00269,IPR010133  IPR004288, 
CK_00055115,CK_Syn_CC9616_01220,IPR049607, 
CK_00055117,CK_Cya_PCC7001_02247,IPR009875  IPR012349  IPR023787  IPR009926,IPR009875
CK_00055119,CK_Cya_PCC7001_02245,IPR007836, 
CK_00055120,CK_Syn_WH8109_01044, , 
CK_00055121,CK_Cya_PCC7001_02230, , 
CK_00055122,CK_Pro_MIT0703_00982, , 
CK_00055124,CK_Syn_RS9902_01823,IPR025211, 
CK_00055125,CK_Cya_PCC7001_02297,IPR007836, 
CK_00055126,CK_Pro_MIT0703_01361, , 
CK_00055127,CK_Cya_PCC7001_02293, , 
CK_00055128,CK_Pro_MED4_00375, , 
CK_00055129,CK_Cya_PCC7001_02284,IPR012774  IPR008775, 
CK_00055130,CK_Syn_WH8020_00949,IPR015803  IPR015273  IPR024909  IPR014729  IPR032678  IPR009080,IPR015273|IPR015803|IPR032678
CK_00055131,CK_Cya_PCC7001_02251, , 
CK_00055132,CK_Cya_PCC7001_02305,IPR008928  IPR012341  IPR010905  IPR052043, 
CK_00055135,CK_Cya_PCC7001_02208, , 
CK_00055136,CK_Cya_PCC7001_02148,IPR007836, 
CK_00055137,CK_Cya_PCC7001_00213,IPR007836, 
CK_00055138,CK_Cya_PCC7001_02184, , 
CK_00055139,CK_Cya_PCC7001_02181, , 
CK_00055140,CK_Cya_PCC7001_02097,IPR036291, 
CK_00055141,CK_Cya_PCC7001_00208,IPR007836, 
CK_00055142,CK_Cya_PCC7001_00021, , 
CK_00055143,CK_Cya_PCC7001_02099, , 
CK_00055144,CK_Cya_PCC7001_02200, ,IPR000668
CK_00055145,CK_Cya_PCC7001_02198, , 
CK_00055146,CK_Cya_PCC7001_02010, , 
CK_00055147,CK_Cya_PCC7001_02000,IPR001360  IPR018120  IPR017736  IPR033132  IPR017853,IPR001360|IPR018120
CK_00055148,CK_Cya_PCC7001_01997, , 
CK_00055150,CK_Cya_PCC7001_01965, , 
CK_00055151,CK_Cya_PCC7001_01963,IPR007836, 
CK_00055152,CK_Cya_PCC7001_01962, , 
CK_00055153,CK_Cya_PCC7001_02078,IPR013785  IPR000385  IPR007197, 
CK_00055154,CK_Cya_PCC7001_02070, , 
CK_00055155,CK_Cya_PCC7001_02011, ,IPR006118|IPR006119|IPR011109
CK_00055156,CK_Pro_MIT9303_21541,IPR009518  IPR023431, 
CK_00055157,CK_Pro_NATL2A_02131, , 
CK_00055158,CK_Syn_RS9907_01709, , 
CK_00055159,CK_Syn_BL107_13445, , 
CK_00055160,CK_Cya_PCC7001_01232,IPR006793  IPR036388  IPR036390, 
CK_00055161,CK_Pro_SS120_00629,IPR011545  IPR014001  IPR027417,IPR011545|IPR014001
CK_00055162,CK_Syn_A15-44_00551, , 
CK_00055163,CK_Pro_MIT0801_01271, , 
CK_00055164,CK_Cya_PCC7001_01949, , 
CK_00055165,CK_Cya_PCC7001_00195, , 
CK_00055166,CK_Cya_PCC7001_01953, , 
CK_00055167,CK_Cya_PCC7001_00196,IPR020204, 
CK_00055168,CK_Pro_MIT9313_92281, , 
CK_00055171,CK_Pro_MIT0703_00796, , 
CK_00055172,CK_Cya_PCC7001_01903,IPR031429, 
CK_00055173,CK_Cya_PCC7001_01909, , 
CK_00055175,CK_Cya_PCC7001_01922,IPR007836, 
CK_00055176,CK_Cya_PCC7001_01944, , 
CK_00055177,CK_Syn_A15-127_00599, ,IPR022796
CK_00055178,CK_Pro_MIT0701_02326, , 
CK_00055180,CK_Pro_MIT0701_02389, , 
CK_00055181,CK_Syn_RS9915_02831, , 
CK_00055182,CK_Syn_ROS8604_02247,IPR031429, 
CK_00055183,CK_Syn_WH8109_02321,IPR007836, 
CK_00055184,CK_Syn_MITS9220_00969, , 
CK_00055186,CK_Pro_MIT0701_01585,IPR025881, 
CK_00055187,CK_Syn_WH8020_01853, , 
CK_00055190,CK_Syn_A18-25c_01312, , 
CK_00055191,CK_Syn_A18-25c_02516, , 
CK_00055192,CK_Syn_A18-46.1_01190,IPR024899, 
CK_00055193,CK_Pro_NATL1A_16291, , 
CK_00055194,CK_Syn_BIOS-U3-1_02218,IPR007836,IPR001849
CK_00055195,CK_Syn_RS9915_02051, , 
CK_00055196,CK_Syn_A15-28_02161,IPR032710  IPR037401,IPR037401
CK_00055197,CK_Cya_PCC7001_00574,IPR001173  IPR029044,IPR001173
CK_00055198,CK_Pro_MIT9515_12251,IPR003686  IPR037271, 
CK_00055199,CK_Syn_RCC307_01777,IPR021570, 
CK_00055200,CK_Syn_BIOS-U3-1_00414,IPR026779, 
CK_00055201,CK_Syn_RS9907_02956,IPR025881, 
CK_00055202,CK_Syn_PROS-U-1_01306,IPR005119  IPR037406  IPR000847  IPR036388  IPR036390,IPR000847|IPR005119
CK_00055203,CK_Pro_SS2_00104, , 
CK_00055204,CK_Pro_NATL1A_12491,IPR021570, 
CK_00055206,CK_Syn_BIOS-E4-1_03472, , 
CK_00055210,CK_Syn_BOUM118_02311,IPR035416, 
CK_00055211,CK_Syn_BOUM118_00531, , 
CK_00055212,CK_Syn_BOUM118_00380, , 
CK_00055214,CK_Syn_BOUM118_02322,IPR007836, 
CK_00055215,CK_Syn_BOUM118_02321,IPR007836, 
CK_00055216,CK_Syn_BOUM118_02319,IPR025881, 
CK_00055217,CK_Syn_BOUM118_02318,IPR031429, 
CK_00055218,CK_Syn_WH8020_01282,IPR003689  IPR023498,IPR003689
CK_00055219,CK_Syn_RS9917_10316,IPR019898  IPR035959  IPR006175,IPR006175
CK_00055220,CK_Syn_BOUM118_02324,IPR007836, 
CK_00055222,CK_Pro_MIT0702_02119, , 
CK_00055223,CK_Pro_MIT0701_01287,IPR007836, 
CK_00055224,CK_Syn_WH8102_13001,IPR025881, 
CK_00055226,CK_Syn_KORDI-49_17360, , 
CK_00055230,CK_Syn_BOUM118_00394,IPR007836, 
CK_00055231,CK_Syn_BOUM118_00446,IPR029001  IPR026533  IPR050299, 
CK_00055232,CK_Syn_BOUM118_00447,IPR025881, 
CK_00055233,CK_Syn_BOUM118_02609,IPR025881, 
CK_00055235,CK_Syn_BOUM118_00717,IPR007836, 
CK_00055236,CK_Syn_BOUM118_00437, , 
CK_00055237,CK_Syn_BOUM118_00408,IPR001056  IPR036863, 
CK_00055238,CK_Syn_BOUM118_01223,IPR007836, 
CK_00055239,CK_Syn_BOUM118_00400,IPR024899, 
CK_00055240,CK_Pro_MIT9303_29621,IPR007836, 
CK_00055241,CK_Syn_BOUM118_02545,IPR022829  IPR029069, 
CK_00055242,CK_Pro_NATL1A_12271,IPR007836, 
CK_00055243,CK_Pro_MIT9303_25861,IPR031429, 
CK_00055244,CK_Syn_A18-46.1_01312,IPR031429, 
CK_00055245,CK_Pro_MIT9301_01051, , 
CK_00055246,CK_Pro_MIT9303_01191,IPR007836, 
CK_00055247,CK_Syn_KORDI-100_18570,IPR002615  IPR036062, 
CK_00055248,CK_Pro_MED4_01885,IPR025881, 
CK_00055249,CK_Pro_SS52_01155,IPR031429, 
CK_00055250,CK_Pro_MIT0701_01409,IPR052715  IPR002686  IPR036515,IPR002686
CK_00055252,CK_Syn_BOUM118_02602,IPR029186, 
CK_00055253,CK_Syn_BOUM118_00789, , 
CK_00055255,CK_Syn_BOUM118_02073, , 
CK_00055256,CK_Syn_BOUM118_01691, , 
CK_00055258,CK_Syn_BOUM118_01712,IPR021117  IPR021116  IPR018360  IPR015476  IPR001693, 
CK_00055259,CK_Syn_BMK-MC-1_01120,IPR031807  IPR051404  IPR035069,IPR031807
CK_00055260,CK_Pro_SS2_00679,IPR007836,IPR004045
CK_00055261,CK_Pro_MIT0702_00890, , 
CK_00055262,CK_Cya_PCC6307_00241, ,IPR007791
CK_00055263,CK_Syn_MVIR-18-1_01590,IPR007836, 
CK_00055264,CK_Syn_A18-40_01408, , 
CK_00055265,CK_Pro_MIT0701_00608,IPR010133  IPR004288,IPR010133
CK_00055266,CK_Pro_NATL2A_02109, , 
CK_00055267,CK_Syn_RS9917_06535, , 
CK_00055268,CK_Syn_BOUM118_02115, , 
CK_00055269,CK_Syn_A15-60_02115,IPR029186, 
CK_00055270,CK_Syn_BOUM118_02091, , 
CK_00055271,CK_Syn_A15-62_02468,IPR031429, 
CK_00055272,CK_Syn_BOUM118_02119, , 
CK_00055274,CK_Syn_BOUM118_02614,IPR031429, 
CK_00055275,CK_Syn_BOUM118_02126,IPR007836, 
CK_00055277,CK_Syn_BOUM118_01028, , 
CK_00055278,CK_Syn_BOUM118_02337, , 
CK_00055279,CK_Syn_BOUM118_02616,IPR049607, 
CK_00055280,CK_Syn_BOUM118_01027, , 
CK_00055281,CK_Syn_WH8020_02629,IPR007457  IPR036766, 
CK_00055283,CK_Pro_MIT0602_01509,IPR002941  IPR002052  IPR001091  IPR029063,IPR002052|IPR002941
CK_00055284,CK_Pro_MIT0701_01816, , 
CK_00055285,CK_Syn_A18-46.1_01784,IPR015499  IPR001651  IPR013152, 
CK_00055286,CK_Pro_SS120_06561, , 
CK_00055287,CK_Pro_MIT0701_01875, , 
CK_00055288,CK_Syn_RS9902_02780, , 
CK_00055289,CK_Syn_BOUM118_02326, , 
CK_00055290,CK_Pro_SS120_14171, , 
