SeqCluster,Most represented functional category
CK_00057714,IPR049625
CK_00057715,IPR049625
CK_00057716,IPR007739
CK_00057718,IPR011701|IPR020846
CK_00057719,IPR001482
CK_00057720,IPR000014|IPR000160|IPR000700|IPR006189
CK_00057721,IPR000160
CK_00057722,IPR000014|IPR000160|IPR000700|IPR013656|IPR013767
CK_00057723,IPR000160
CK_00057724,IPR000160|IPR000595
CK_00057725,IPR001343|IPR011658|IPR018511|IPR037524
CK_00100000,IPR004291|IPR024474|IPR045618
CK_00100001,IPR005546
CK_00100004,IPR004291|IPR024474|IPR045618
CK_00100005,IPR025668
CK_00100008,IPR000477|IPR013597|IPR030931
CK_00100010,IPR002559
CK_00100014,IPR018698|IPR025154
CK_00100024,IPR025668
CK_00100025,IPR018649
CK_00100028,IPR001851
CK_00100031,IPR018891
CK_00100038,IPR002110
CK_00100039,IPR003644|IPR003961
CK_00100042,IPR027392
CK_00100045,IPR012309|IPR012310
CK_00100052,IPR001959|IPR010095|IPR021027
CK_00100053,IPR025161
CK_00100057,IPR018841
CK_00100058,IPR032095
CK_00100059,IPR004843|IPR008334
CK_00100060,IPR013702|IPR019494
CK_00100061,IPR000073
CK_00100064,IPR032719
CK_00100065,IPR014905
CK_00100066,IPR003959
CK_00100068,IPR002729|IPR013343|IPR022765
CK_00100084,IPR001584|IPR013103
CK_00100086,IPR000209|IPR023828
CK_00100087,IPR023991
CK_00100088,IPR002477|IPR039561
CK_00100090,IPR011251|IPR016215|IPR019911|IPR024014
CK_00100091,IPR019660
CK_00100093,IPR013525|IPR047817
CK_00100094,IPR021558
CK_00100097,IPR007362
CK_00100098,IPR000477|IPR013597
CK_00100099,IPR002563
CK_00100106,IPR049202
CK_00100114,IPR006640
CK_00100127,IPR007345
CK_00100141,IPR045155
CK_00100143,IPR003356|IPR011639|IPR041635
CK_00100146,IPR041157
CK_00100151,IPR002145
CK_00100154,IPR006091|IPR013107|IPR013786|IPR023922
CK_00100155,IPR006949|IPR011749
CK_00100164,IPR000326
CK_00100167,IPR014082
CK_00100168,IPR019199|IPR021127
CK_00100171,IPR019292
CK_00100204,IPR018908
CK_00100213,IPR010896
CK_00100214,IPR019587
CK_00100220,IPR027603
CK_00100241,IPR013022
CK_00100243,IPR000421|IPR003961|IPR044048
CK_00100253,IPR005804
CK_00100254,IPR008397
CK_00100256,IPR025737
CK_00100257,IPR020546|IPR024037
CK_00100259,IPR011577
CK_00100262,IPR011644
CK_00100263,IPR001763
CK_00100264,IPR021513
CK_00100265,IPR003959|IPR022532
CK_00100267,IPR021122
CK_00100268,IPR013525|IPR047817
CK_00100269,IPR011701
CK_00100270,IPR025711
CK_00100278,IPR004291
CK_00100283,IPR014937
CK_00100284,IPR009241
CK_00100286,IPR008792
CK_00100289,IPR000515
CK_00100290,IPR006059|IPR006311
CK_00100295,IPR001584|IPR001598|IPR025246|IPR053392
CK_00100296,IPR002716|IPR002850
CK_00100299,IPR000719
CK_00100300,IPR022789
CK_00100301,IPR014914
CK_00100304,IPR007184
CK_00100305,IPR007184
CK_00100308,IPR015055
CK_00100309,IPR022060
CK_00100316,IPR008716
CK_00100317,IPR006311|IPR010791
CK_00100318,IPR049514
CK_00100321,IPR000318|IPR000510|IPR005972|IPR005973|IPR010143
CK_00100345,IPR006680
CK_00100352,IPR025874|IPR026898
CK_00100353,IPR018649
CK_00100354,IPR001915|IPR026870
CK_00100355,IPR026870
CK_00100359,IPR053934
CK_00100360,IPR029087
CK_00100383,IPR045617
CK_00100384,IPR000878
CK_00100385,IPR009081
CK_00100416,IPR003819
CK_00100427,IPR011645
CK_00100429,IPR018649
CK_00100448,IPR003168|IPR024690|IPR049054
CK_00100458,IPR006311
CK_00100462,IPR025330
CK_00100465,IPR001254|IPR018114
CK_00100519,IPR011761|IPR013651
CK_00100532,IPR011429|IPR011444|IPR022655
CK_00100533,IPR002048|IPR018247
CK_00100536,IPR007421
CK_00100537,IPR002052
CK_00100540,IPR007409|IPR046817
CK_00100546,IPR013103
CK_00100554,IPR008629
CK_00100555,IPR012451
CK_00100565,IPR004843
CK_00100567,IPR041157
CK_00100569,IPR002477|IPR008258
CK_00100574,IPR006913
CK_00100576,IPR003594|IPR005467|IPR011712
CK_00100579,IPR005049
CK_00100583,IPR002146
CK_00100584,IPR017581
CK_00100585,IPR011744|IPR032820
CK_00100587,IPR010332
CK_00100592,IPR025984
CK_00100595,IPR045499
CK_00100597,IPR003615
CK_00100612,IPR041180
CK_00100614,IPR003810
CK_00100616,IPR004676
CK_00100619,IPR003807
CK_00100621,IPR004676
CK_00100622,IPR020287|IPR035089
CK_00100623,IPR010667|IPR011747
CK_00100625,IPR045361
CK_00100627,IPR006531
CK_00100628,IPR007048
CK_00100629,IPR006521
CK_00100630,IPR045392
CK_00100632,IPR003680
CK_00100634,IPR009305
CK_00100637,IPR000801|IPR006311
CK_00100638,IPR011040
CK_00100639,IPR008538
CK_00100640,IPR004360|IPR037523
CK_00100643,IPR024320|IPR031553
CK_00100644,IPR010297
CK_00100647,IPR006311|IPR008257|IPR019546
CK_00100653,IPR022170
CK_00100655,IPR041698
CK_00100657,IPR011701
CK_00100661,IPR003819
CK_00100663,IPR010819
CK_00100672,IPR006674
CK_00100674,IPR007345
CK_00100676,IPR002654
CK_00100677,IPR010610
CK_00100691,IPR021682
CK_00100703,IPR002509
CK_00100709,IPR024474
CK_00100713,IPR021829
CK_00100714,IPR000182
CK_00100716,IPR033480
CK_00100721,IPR011701|IPR020846
CK_00100724,IPR014942
CK_00100727,IPR003018
CK_00100729,IPR003673
CK_00100734,IPR018389
CK_00100738,IPR007159
CK_00100739,IPR045651
CK_00100740,IPR000740
CK_00100744,IPR005067
CK_00100747,IPR046038
CK_00100754,IPR011040
CK_00100759,IPR003337|IPR006379
CK_00100761,IPR001387
CK_00100762,IPR014942
CK_00100764,IPR002293
CK_00100767,IPR007712
CK_00100769,IPR007466
CK_00100771,IPR007251
CK_00100773,IPR007438
CK_00100776,IPR041698
CK_00100777,IPR021561|IPR033455
CK_00100778,IPR014942
CK_00100779,IPR014082
CK_00100782,IPR005537
CK_00100783,IPR019117
CK_00100784,IPR000160|IPR024615
CK_00100785,IPR005546
CK_00100791,IPR021994
CK_00100796,IPR001932|IPR003594
CK_00100802,IPR025139
CK_00100815,IPR009327
CK_00100818,IPR007300
CK_00100819,IPR005538
CK_00100820,IPR025979
CK_00100829,IPR018712
CK_00100839,IPR001647|IPR004111
CK_00100841,IPR002716
CK_00100842,IPR019791
CK_00100843,IPR013216
CK_00100844,IPR002052|IPR011639|IPR025931
CK_00100846,IPR045559
CK_00100854,IPR001570|IPR013856|IPR032475
CK_00100857,IPR000668
CK_00100858,IPR004893
CK_00100859,IPR007774
CK_00100860,IPR004952
CK_00100861,IPR003731|IPR013480
CK_00100862,IPR000318|IPR000510|IPR005975
CK_00100863,IPR000385|IPR003731|IPR005980|IPR007197
CK_00100864,IPR000318|IPR000510|IPR005976|IPR024564
CK_00100865,IPR007415
CK_00100866,IPR009727
CK_00100867,IPR014283|IPR017896|IPR017900
CK_00100868,IPR001387|IPR017896|IPR017900
CK_00100869,IPR001148
CK_00100872,IPR001647|IPR025996
CK_00100877,IPR003594
CK_00100878,IPR014914
CK_00100888,IPR009056
CK_00100891,IPR013096
CK_00100892,IPR001509
CK_00100916,IPR025984
CK_00100934,IPR019277
CK_00100953,IPR049458
CK_00100957,IPR007560|IPR041409
CK_00100963,IPR007560|IPR041409
CK_00100967,IPR009664
CK_00100968,IPR007833
CK_00100971,IPR003680
CK_00100977,IPR029127
CK_00100979,IPR020290
CK_00101089,IPR000917
CK_00101103,IPR008775
CK_00101122,IPR008900
CK_00101167,IPR013118
CK_00101171,IPR008914
CK_00101173,IPR006935
CK_00101177,IPR008670
CK_00101178,IPR007534
CK_00101211,IPR000989
CK_00101241,IPR006680
CK_00101267,IPR004360
CK_00101268,IPR027392
CK_00101302,IPR013381
CK_00101303,IPR013382
CK_00101304,IPR010179
CK_00101333,IPR025587
CK_00101339,IPR007315
CK_00101341,IPR013103
CK_00101343,IPR049054
CK_00101449,IPR047794
CK_00101476,IPR001173
CK_00101477,IPR022790
CK_00101481,IPR011251
CK_00101583,IPR002797
CK_00101600,IPR030392
CK_00101605,IPR010869
CK_00101606,IPR000933
CK_00101607,IPR009056
CK_00101609,IPR009528|IPR041454
CK_00101610,IPR011639
CK_00101611,IPR022009
CK_00101612,IPR000531
CK_00101613,IPR022764
CK_00101616,IPR001525|IPR007637
CK_00101618,IPR045738
CK_00101620,IPR025455
CK_00101623,IPR001677
CK_00101624,IPR007655
CK_00101625,IPR009380
CK_00101626,IPR005546
CK_00101627,IPR000209
CK_00101628,IPR025375
CK_00101634,IPR002052|IPR012327
CK_00101639,IPR019199|IPR021127
CK_00101640,IPR002729|IPR019855
CK_00101648,IPR002686
CK_00101652,IPR006442
CK_00101653,IPR007712
CK_00101655,IPR008213
CK_00101659,IPR002110
CK_00101783,IPR003760|IPR006311|IPR019546
CK_00101784,IPR001851
CK_00101785,IPR001851
CK_00101795,IPR025592
CK_00101811,IPR010129|IPR039562
CK_00101812,IPR039562
CK_00101813,IPR041633
CK_00101816,IPR000462
CK_00101822,IPR001233
CK_00101823,IPR006311|IPR017395
CK_00101824,IPR019791
CK_00101837,IPR025351
CK_00101842,IPR011672
CK_00101849,IPR004360|IPR037523
CK_00101852,IPR005939
CK_00101855,IPR007835|IPR025286
CK_00101857,IPR025576
CK_00101873,IPR025444
CK_00101874,IPR006400|IPR018333|IPR032696|IPR032697
CK_00101882,IPR009722
CK_00101885,IPR003718
CK_00101890,IPR027783
CK_00101893,IPR018060
CK_00101903,IPR033186
CK_00101910,IPR002782|IPR027798
CK_00101915,IPR002934
CK_00101916,IPR025325
CK_00101919,IPR003284|IPR013517|IPR022044|IPR022045
CK_00101925,IPR006694
CK_00101928,IPR000182
CK_00101929,IPR041657
CK_00101935,IPR018657
CK_00101942,IPR032557
CK_00101944,IPR004852|IPR009056
CK_00101946,IPR000644
CK_00101962,IPR013216
CK_00101964,IPR003959
CK_00101971,IPR002035
CK_00101976,IPR003763
CK_00101984,IPR000209
CK_00101988,IPR007630
CK_00101989,IPR006153
CK_00101992,IPR006121
CK_00101995,IPR025993
CK_00101996,IPR012685
CK_00101997,IPR001279
CK_00101998,IPR010093|IPR041657
CK_00102019,IPR022742
CK_00102021,IPR039498
CK_00102024,IPR025427
CK_00102025,IPR018841
CK_00102027,IPR025427
CK_00102028,IPR018841
CK_00102035,IPR000594
CK_00102038,IPR009899
CK_00102045,IPR002123
CK_00102046,IPR008775
CK_00102050,IPR025455
CK_00102053,IPR008816
CK_00102054,IPR018673
CK_00102056,IPR039498
CK_00102064,IPR009081
CK_00102072,IPR009362|IPR041527
CK_00102074,IPR010488
CK_00102081,IPR010662
CK_00102088,IPR007577
CK_00102091,IPR012427
CK_00102097,IPR000014|IPR000700|IPR013655|IPR013656
CK_00102102,IPR013221
CK_00102106,IPR003018|IPR016132
CK_00102114,IPR000055
CK_00102126,IPR003848
CK_00102128,IPR028098
CK_00102130,IPR006342
CK_00102133,IPR046779
CK_00102147,IPR001611
CK_00102150,IPR054343
CK_00102151,IPR018698|IPR025154
CK_00102152,IPR011704
CK_00102153,IPR001611
CK_00102161,IPR023795|IPR023796
CK_00102169,IPR016541
CK_00102170,IPR001387|IPR010359
CK_00102171,IPR021710
CK_00102178,IPR000477
CK_00102195,IPR000182
CK_00102203,IPR009959
CK_00102206,IPR012654
CK_00102209,IPR003406
CK_00102226,IPR000182
CK_00102235,IPR002654
CK_00102241,IPR013022
CK_00102243,IPR006076
CK_00102250,IPR015590
CK_00102255,IPR012933
CK_00102256,IPR024467
CK_00102258,IPR018584
CK_00102259,IPR006442
CK_00102262,IPR013114
CK_00102271,IPR014914
CK_00102273,IPR019284
CK_00102274,IPR049804
CK_00102278,IPR007159
CK_00102284,IPR002616|IPR049251|IPR053537
CK_00102286,IPR002789
CK_00102288,IPR038726
CK_00102289,IPR001387
CK_00102300,IPR054335
CK_00102301,IPR014942
CK_00102306,IPR001267
CK_00102308,IPR037401
CK_00102312,IPR007159
CK_00102333,IPR040704
CK_00102341,IPR014082
CK_00102344,IPR013442
CK_00102352,IPR013740
CK_00102354,IPR007345
CK_00102355,IPR025528
CK_00102356,IPR041519
CK_00102358,IPR002145|IPR014864
CK_00102359,IPR003339|IPR012809
CK_00102360,IPR007077
CK_00102361,IPR003746
CK_00102363,IPR013538
CK_00102365,IPR003594
CK_00102367,IPR006913
CK_00102369,IPR000157
CK_00102371,IPR007345
CK_00102372,IPR045524
CK_00102376,IPR006597
CK_00102381,IPR025234
CK_00102382,IPR007344
CK_00102390,IPR025209
CK_00102391,IPR009959
CK_00102393,IPR023650|IPR045155
CK_00102394,IPR006311
CK_00102396,IPR029303
CK_00102400,IPR007828
CK_00102403,IPR026866
CK_00102410,IPR041657
CK_00102413,IPR025141|IPR046540
CK_00102423,IPR007345
CK_00102430,IPR025997
CK_00102431,IPR026286
CK_00102432,IPR002645
CK_00102434,IPR002126
CK_00102437,IPR021957
CK_00102438,IPR001471
CK_00102439,IPR001173
CK_00102445,IPR038731
CK_00102446,IPR001853
CK_00102453,IPR001647|IPR049397
CK_00102457,IPR001322|IPR001604
CK_00102459,IPR037401
CK_00102474,IPR028939
CK_00102486,IPR032359
CK_00102490,IPR046786
CK_00102491,IPR000540|IPR002898
CK_00102493,IPR018145
CK_00102497,IPR000595|IPR012318
CK_00102502,IPR018389
CK_00102503,IPR007041
CK_00102504,IPR007079
CK_00102505,IPR007214
CK_00102508,IPR005939
CK_00102512,IPR004255
CK_00102513,IPR003838
CK_00102514,IPR021783
CK_00102515,IPR003010
CK_00102516,IPR045559
CK_00102517,IPR018649
CK_00102533,IPR001087
CK_00102543,IPR000620
CK_00102549,IPR031041
CK_00102576,IPR010699
CK_00102590,IPR021139
CK_00102598,IPR021994
CK_00102640,IPR004030|IPR007419|IPR018247
CK_00102645,IPR025566
CK_00102649,IPR039444
CK_00102650,IPR003594|IPR025474
CK_00102651,IPR032557
CK_00102652,IPR029470
CK_00102661,IPR007842
CK_00102663,IPR001387|IPR041413
CK_00102664,IPR021362
CK_00102681,IPR021315
CK_00102691,IPR005135
CK_00102695,IPR001736|IPR025202
CK_00102698,IPR019292
CK_00102703,IPR006680
CK_00102704,IPR033880
CK_00102727,IPR005073
CK_00102749,IPR001466
CK_00102773,IPR002641
CK_00102785,IPR001602
CK_00102808,IPR046913
CK_00102811,IPR045390
CK_00102820,IPR018695
CK_00102823,IPR025202
CK_00102833,IPR014976
CK_00102840,IPR005122
CK_00102894,IPR025693
CK_00102963,IPR002509
CK_00102982,IPR041519
CK_00102986,IPR007499
CK_00103014,IPR006311
CK_00103018,IPR003740|IPR019264
CK_00103038,IPR014306|IPR023416|IPR023419
CK_00103039,IPR010394
CK_00103041,IPR005019
CK_00103059,IPR054213
CK_00103061,IPR029479
CK_00103070,IPR000866|IPR003834|IPR013766
CK_00103084,IPR007354
CK_00103087,IPR004381
CK_00103088,IPR005122
CK_00103092,IPR019292
CK_00103097,IPR005552
CK_00103107,IPR025139
CK_00103109,IPR010406
CK_00103113,IPR025351
CK_00103115,IPR025295
CK_00103124,IPR026866
CK_00103129,IPR006442
CK_00103133,IPR000157
CK_00103134,IPR003673
CK_00103138,IPR007636
CK_00103144,IPR014966
CK_00103146,IPR046621
CK_00103157,IPR008338
CK_00103228,IPR018990
CK_00103236,IPR049457
CK_00103247,IPR010767
CK_00103248,IPR025291
CK_00103250,IPR004843
CK_00103268,IPR001607
CK_00103275,IPR003777|IPR027051
CK_00103276,IPR025877
CK_00103298,IPR018673
CK_00103311,IPR004386|IPR007712
CK_00103321,IPR011664
CK_00103329,IPR014966
CK_00103331,IPR045738
CK_00103340,IPR011701
CK_00103353,IPR002547|IPR008231
CK_00103358,IPR041519
CK_00103365,IPR000073
CK_00103374,IPR023370
CK_00103375,IPR023370
CK_00103379,IPR006045|IPR017774
CK_00103380,IPR009056
CK_00103382,IPR013988
CK_00103390,IPR007848
CK_00103395,IPR007345
CK_00103402,IPR007345
CK_00103413,IPR009305
CK_00103414,IPR001242|IPR031641
CK_00103419,IPR019692
CK_00103422,IPR000182
CK_00103423,IPR049193
CK_00103430,IPR013786
CK_00103431,IPR003718
CK_00103436,IPR024459
CK_00103438,IPR009241
CK_00103439,IPR001387
CK_00103442,IPR018647
CK_00103443,IPR041682
CK_00103454,IPR025454
CK_00103455,IPR000182
CK_00103458,IPR005025|IPR020048
CK_00103459,IPR045725
CK_00103460,IPR048067
CK_00103465,IPR017975|IPR025904
CK_00103473,IPR045725
CK_00103474,IPR002052|IPR002941
CK_00103475,IPR038729
CK_00103491,IPR022791
CK_00103495,IPR046740
CK_00103497,IPR039437
CK_00103503,IPR002645
CK_00103505,IPR053860
CK_00103512,IPR054284
CK_00103516,IPR001054
CK_00103537,IPR013973
CK_00103541,IPR019504
CK_00103609,IPR012327
CK_00103617,IPR000863
CK_00103627,IPR019058
CK_00103634,IPR002052|IPR002941
CK_00103668,IPR049458
CK_00103669,IPR019277
CK_00103700,IPR020027
CK_00103702,IPR003679
CK_00103703,IPR009081
CK_00103752,IPR007263
CK_00103761,IPR046234
CK_00103785,IPR014937
CK_00103787,IPR001915
CK_00103795,IPR003615
CK_00103846,IPR028932
CK_00103850,IPR031042
CK_00103879,IPR004843
CK_00103888,IPR006680
CK_00103894,IPR021835|IPR024975
CK_00103896,IPR018584
CK_00103898,IPR002509|IPR022560
CK_00103959,IPR049458
CK_00104011,IPR013022
CK_00104022,IPR002539
CK_00104063,IPR012339
CK_00104070,IPR002196
CK_00104092,IPR022791
CK_00104093,IPR011761
CK_00104104,IPR019045
CK_00104107,IPR011397
CK_00104125,IPR031042
CK_00104133,IPR004013
CK_00104182,IPR019045
CK_00104266,IPR001173
CK_00104307,IPR013341|IPR029065
CK_00104309,IPR003819
CK_00104358,IPR008816
CK_00104384,IPR005546
CK_00104406,IPR000917
CK_00104418,IPR019045
CK_00104419,IPR031939
CK_00104425,IPR003767
CK_00104442,IPR002589
CK_00104467,IPR003737
CK_00104470,IPR003679
CK_00104473,IPR030807
CK_00104480,IPR011652
CK_00104492,IPR007562
CK_00104497,IPR002509
CK_00104503,IPR020290
CK_00104530,IPR001173
CK_00104584,IPR045920
CK_00104606,IPR006195
CK_00104607,IPR010033|IPR010037
CK_00104613,IPR002589
CK_00104614,IPR005502
CK_00104617,IPR039567
CK_00104623,IPR049458
CK_00104627,IPR029479
CK_00104629,IPR002797|IPR029303
CK_00104632,IPR030807
CK_00104635,IPR003737
CK_00104644,IPR032816
CK_00104645,IPR030808
CK_00104648,IPR004107|IPR044068
CK_00104654,IPR018584
CK_00104658,IPR012480
CK_00104664,IPR003679
CK_00104670,IPR002509
CK_00104676,IPR010432
CK_00104685,IPR002509
CK_00104686,IPR002877
CK_00104687,IPR007016
CK_00104700,IPR011121
CK_00104708,IPR004107|IPR044068
CK_00104715,IPR007867
CK_00104720,IPR045499
CK_00104728,IPR003265
CK_00104741,IPR018674
CK_00104759,IPR025358
CK_00104774,IPR000863
CK_00104949,IPR018724
CK_00105063,IPR008775
CK_00105153,IPR025240
CK_00105156,IPR000863
CK_00105163,IPR008775
CK_00105164,IPR007554
CK_00105181,IPR007979
CK_00105186,IPR025975
CK_00105198,IPR000056
CK_00105217,IPR007267
CK_00105226,IPR008775
CK_00105228,IPR003679
CK_00105230,IPR000863
CK_00105231,IPR000182
CK_00105234,IPR005493
CK_00105247,IPR025924
CK_00105251,IPR003409
CK_00105289,IPR046278
CK_00105307,IPR003737
CK_00105309,IPR000182
CK_00105311,IPR002525|IPR003346|IPR047650
CK_00105321,IPR018577
CK_00105323,IPR018891
CK_00105331,IPR001087
CK_00105333,IPR000182
CK_00105344,IPR018763
CK_00105345,IPR001173
CK_00105348,IPR054353
CK_00105371,IPR007823|IPR014001
CK_00105521,IPR047987
CK_00105527,IPR045610
CK_00105530,IPR001870|IPR003877
CK_00105539,IPR033767
CK_00105540,IPR049301
CK_00105543,IPR020991
CK_00105548,IPR000788
CK_00105549,IPR021130
CK_00105551,IPR007574
CK_00105682,IPR022009
CK_00105701,IPR029479
CK_00105791,IPR014985
CK_00105794,IPR031041
CK_00105996,IPR002893
CK_00105999,IPR007066|IPR007081|IPR007083|IPR030934
CK_00106016,IPR002901
CK_00106017,IPR002508
CK_00106027,IPR000620
CK_00106032,IPR012816
CK_00106123,IPR000073
CK_00106261,IPR004045
CK_00106320,IPR025328
CK_00106501,IPR010148
CK_00106502,IPR002729|IPR019851
CK_00106678,IPR010221
CK_00106703,IPR019316
CK_00106716,IPR037401
CK_00106717,IPR006680
CK_00106751,IPR020990
CK_00106752,IPR017996
CK_00106762,IPR018967
CK_00106764,IPR000182
CK_00106771,IPR038740
CK_00106778,IPR009899
CK_00106787,IPR002145
CK_00106797,IPR049197
CK_00106806,IPR021513
CK_00106816,IPR009339
CK_00106820,IPR002781
CK_00106823,IPR002931
CK_00106838,IPR024220
CK_00106844,IPR038734
CK_00106845,IPR006045
CK_00106873,IPR025240
CK_00106879,IPR041682
CK_00106880,IPR008638
CK_00106892,IPR000157
CK_00106898,IPR000551
CK_00106899,IPR008160
CK_00106916,IPR002104
CK_00106932,IPR003791
CK_00106934,IPR007210
CK_00106961,IPR025240
CK_00106964,IPR002933
CK_00106969,IPR009476
CK_00106970,IPR004232|IPR018141
CK_00106971,IPR023808|IPR049054
CK_00107050,IPR001387
CK_00107052,IPR007055
CK_00107054,IPR011852
CK_00107073,IPR003737
CK_00107077,IPR001207
CK_00107129,IPR000209
CK_00107158,IPR002145
CK_00107179,IPR001387
CK_00107197,IPR025330
CK_00107198,IPR000719|IPR002575
CK_00107201,IPR048354
CK_00107210,IPR025859
CK_00107230,IPR007817
CK_00107235,IPR008775
CK_00107236,IPR010133
CK_00107238,IPR007345
CK_00107240,IPR007074
CK_00107241,IPR046184
CK_00107288,IPR002145
CK_00107437,IPR021215
CK_00107440,IPR018306
CK_00107569,IPR021466
CK_00107601,IPR053879
CK_00107604,IPR035198
CK_00107606,IPR009319
CK_00107608,IPR035421
CK_00107614,IPR001387
CK_00107615,IPR001387
CK_00107617,IPR001584|IPR015126|IPR015378
CK_00107618,IPR049945
CK_00107623,IPR007627|IPR014284
CK_00107655,IPR003613
CK_00107657,IPR007031
CK_00107680,IPR003323
CK_00107688,IPR002052|IPR002941
CK_00107691,IPR004211
CK_00107692,IPR021739
CK_00107693,IPR021130
CK_00107694,IPR000788
CK_00107696,IPR003777|IPR027051
CK_00107697,IPR008775
CK_00107698,IPR013096
CK_00107704,IPR002076
CK_00107707,IPR004827
CK_00107723,IPR013491
CK_00107724,IPR010265
CK_00107725,IPR006487
CK_00107727,IPR032876
CK_00107728,IPR030392
CK_00107733,IPR002227
CK_00107750,IPR006671
CK_00107752,IPR013517
CK_00107753,IPR003715
CK_00107755,IPR027613
CK_00107761,IPR029059
CK_00107780,IPR004276
CK_00107810,IPR000268
CK_00107818,IPR001611
CK_00107821,IPR006634
CK_00107822,IPR001841|IPR017907
CK_00107827,IPR034756
CK_00107881,IPR002543|IPR018541|IPR025199|IPR041027
CK_00107896,IPR007627|IPR014284
CK_00107897,IPR006860
CK_00107907,IPR003423
CK_00107908,IPR011478|IPR013039|IPR013042|IPR013043
CK_00107909,IPR011447
CK_00107910,IPR007721
CK_00107911,IPR013022
CK_00107912,IPR032586
CK_00107921,IPR048958
CK_00107931,IPR000917
CK_00107933,IPR029010
CK_00107936,IPR004680
CK_00107940,IPR013517
CK_00107941,IPR019223
CK_00107943,IPR010753
CK_00107944,IPR004045|IPR004046
CK_00107948,IPR010496
CK_00107949,IPR002372|IPR017512
CK_00107950,IPR009056
CK_00107951,IPR000322|IPR048395
CK_00107952,IPR003736|IPR006683
CK_00107962,IPR025924
CK_00107963,IPR011577
CK_00107964,IPR011701|IPR020846
CK_00107967,IPR013658
CK_00107968,IPR018461
CK_00107986,IPR001466
CK_00107990,IPR009959|IPR037401
CK_00107999,IPR010330
CK_00108011,IPR000209
CK_00108012,IPR002941
CK_00108013,IPR014153|IPR038726
CK_00108014,IPR039442
CK_00108016,IPR011101
CK_00108017,IPR021027
CK_00108021,IPR002491
CK_00108022,IPR000531
CK_00108030,IPR006073
CK_00108032,IPR011646
CK_00108033,IPR011646
CK_00108034,IPR011576
CK_00108036,IPR041551
CK_00108040,IPR002941
CK_00108044,IPR003812|IPR006483|IPR011545
CK_00108045,IPR026483
CK_00108046,IPR013403
CK_00108047,IPR019089
CK_00108051,IPR002110
CK_00108052,IPR007791
CK_00108059,IPR003959
CK_00108065,IPR003615|IPR028629|IPR033114|IPR041383
CK_00108066,IPR002052|IPR011639
CK_00108067,IPR025093|IPR039444
CK_00108068,IPR011089
CK_00108070,IPR041664
CK_00108075,IPR000620
CK_00108076,IPR000531|IPR012910|IPR039426
CK_00108078,IPR006045
CK_00108093,IPR041519
CK_00108099,IPR026349
CK_00108110,IPR001611
CK_00108115,IPR008593
CK_00108122,IPR002559
CK_00108123,IPR003710|IPR013332|IPR013752
CK_00108125,IPR002941
CK_00108130,IPR004386|IPR007712
CK_00108131,IPR006935|IPR014001
CK_00108133,IPR013403
